Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
3740123,12800,876,1444,-18419,32767,-577
3740133,12800,876,1444,-18419,32767,-577
3740143,12800,876,1444,-18419,32767,-577
3740153,12800,876,1444,-18419,32767,-577
3740163,12800,876,1444,-18419,32767,-577
3740189,12800,876,1444,-18419,32767,-577
3740199,12800,876,1444,-18419,32767,-577
3740209,12800,876,1444,-18419,32767,-577
3740219,12800,876,1444,-18419,32767,-577
3740229,12800,876,1444,-18419,32767,-577
3740239,12800,876,1444,-18419,32767,-577
3740249,12800,876,1444,-18419,32767,-577
3740259,12800,876,1444,-18419,32767,-577
3740269,12800,876,1444,-18419,32767,-577
3740279,12800,876,1444,-18419,32767,-577
3740298,12800,876,1444,-18419,32767,-577
3740308,12800,876,1444,-18419,32767,-577
3740318,12800,876,1444,-18419,32767,-577
3740328,12800,876,1444,-18419,32767,-577
3740338,12800,876,1444,-18419,32767,-577
3740348,12800,876,1444,-18419,32767,-577
3740358,12800,876,1444,-18419,32767,-577
3740368,12800,876,1444,-18419,32767,-577
3740378,12800,876,1444,-18419,32767,-577
3740388,12800,876,1444,-18419,32767,-577
3740405,12800,876,1444,-18419,32767,-577
3740415,12800,876,1444,-18419,32767,-577
3740425,12800,876,1444,-18419,32767,-577
3740435,12800,876,1444,-18419,32767,-577
3740445,12800,876,1444,-18419,32767,-577
3740455,12800,876,1444,-18419,32767,-577
3740465,12800,876,1444,-18419,32767,-577
3740475,12800,876,1444,-18419,32767,-577
3740485,12800,876,1444,-18419,32767,-577
3740495,12800,876,1444,-18419,32767,-577
3740510,12800,876,1444,-18419,32767,-577
3740520,12800,876,1444,-18419,32767,-577
3740530,12800,876,1444,-18419,32767,-577
3740540,12800,876,1444,-18419,32767,-577
3740550,12800,876,1444,-18419,32767,-577
3740560,12800,876,1444,-18419,32767,-577
3740570,12800,876,1444,-18419,32767,-577
3740580,12800,876,1444,-18419,32767,-577
3740590,12800,876,1444,-18419,32767,-577
3740600,12800,876,1444,-18419,32767,-577
3740625,12800,876,1444,-18419,32767,-577
3740635,12800,876,1444,-18419,32767,-577
3740645,12800,876,1444,-18419,32767,-577
3740655,12800,876,1444,-18419,32767,-577
3740665,12800,876,1444,-18419,32767,-577
3740675,12800,876,1444,-18419,32767,-577
3740685,12800,876,1444,-18419,32767,-577
3740695,12800,876,1444,-18419,32767,-577
3740705,12800,876,1444,-18419,32767,-577
3740715,12800,876,1444,-18419,32767,-577
3740731,12800,876,1444,-18419,32767,-577
3740741,12800,876,1444,-18419,32767,-577
3740751,12800,876,1444,-18419,32767,-577
3740761,12800,876,1444,-18419,32767,-577
3740771,12800,876,1444,-18419,32767,-577
3740781,12800,876,1444,-18419,32767,-577
3740791,12800,876,1444,-18419,32767,-577
3740801,12800,876,1444,-18419,32767,-577
3740811,12800,876,1444,-18419,32767,-577
3740821,12800,876,1444,-18419,32767,-577
3740837,12800,876,1444,-18419,32767,-577
3740847,12800,876,1444,-18419,32767,-577
3740857,12800,876,1444,-18419,32767,-577
3740867,12800,876,1444,-18419,32767,-577
3740877,12800,876,1444,-18419,32767,-577
3740887,12800,876,1444,-18419,32767,-577
3740897,12800,876,1444,-18419,32767,-577
3740907,12800,876,1444,-18419,32767,-577
3740917,12800,876,1444,-18419,32767,-577
3740927,12800,876,1444,-18419,32767,-577
3740943,12800,876,1444,-18419,32767,-577
3740953,12800,876,1444,-18419,32767,-577
3740963,12800,876,1444,-18419,32767,-577
3740973,12800,876,1444,-18419,32767,-577
3740983,12800,876,1444,-18419,32767,-577
3740993,12800,876,1444,-18419,32767,-577
3741003,12800,876,1444,-18419,32767,-577
3741013,12800,876,1444,-18419,32767,-577
3741023,12800,876,1444,-18419,32767,-577
3741033,12800,876,1444,-18419,32767,-577
3741050,12800,876,1444,-18419,32767,-577
3741060,12800,876,1444,-18419,32767,-577
3741070,12800,876,1444,-18419,32767,-577
3741080,12800,876,1444,-18419,32767,-577
3741090,12800,876,1444,-18419,32767,-577
3741100,12800,876,1444,-18419,32767,-577
3741110,12800,876,1444,-18419,32767,-577
3741120,12800,876,1444,-18419,32767,-577
3741130,12800,876,1444,-18419,32767,-577
3741140,12800,876,1444,-18419,32767,-577
3741155,12800,876,1444,-18419,32767,-577
3741165,12800,876,119,32767,-577
3741301,12800,876,1444,-18419,32767,-577
3741311,12800,876,1444,-18419,32767,-577
3741321,12800,876,1444,-18419,32767,-577
3741331,12800,876,1444,-18419,32767,-577
3741341,12800,876,1444,-18419,32767,-577
3741351,12800,876,1444,-18419,32767,-577
3741368,12800,876,1444,-18419,32767,-577
3741378,12800,876,1444,-18419,32767,-577
3741388,12800,876,1444,-18419,32767,-577
3741398,12800,876,1444,-18419,32767,-577
3741408,12800,876,1444,-18419,32767,-577
3741418,12800,876,1444,-18419,3276719,32767,-577
3741301,12800,876,1444,-18419,32767,-577
3741311,12800,876,1444,-18419,32767,-577
3741321,12800,876,1444,-18419,32767,-577
3741331,12800,876,1444,-18419,32767,-577
3741341,12800,876,1444,-18419,32767,-577
3741351,12800,876,1444,-18419,32767,-577
3741368,12800,876,1444,-18419,32767,-577
3741378,12800,876,1444,-18419,32767,-577
3741388,12800,876,1444,-18419,32767,-577
3741398,12800,876,1444,-18419,32767,-577
3741408,12800,876,1444,-18419,32767,-577
3741418,12800,876,1444,-18419,32767,-577
3741428,12800,876,1444,-18419,32767,-577
3741438,12800,876,1444,-18419,32767,-577
3741448,12800,876,1444,-18419,32767,-577
3741458,12800,876,1444,-18419,32767,-577
3741475,12800,876,1444,-18419,32767,-577
3741485,12800,876,1444,-18419,32767,-577
3741495,12800,876,1444,-18419,32767,-577
3741505,12800,876,1444,-18419,32767,-577
3741515,12800,876,1444,-18419,32767,-577
3741525,12800,876,1444,-18419,32767,-577
3741535,12800,876,1444,-18419,32767,-577
3741545,12800,876,1444,-18419,32767,-577
