Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
3638124,12800,876,1444,-18419,32767,-577
3638134,12800,876,1444,-18419,32767,-577
3638144,12800,876,1444,-18419,32767,-577
3638154,12800,876,1444,-18419,32767,-577
3638180,12800,876,1444,-18419,32767,-577
3638190,12800,876,1444,-18419,32767,-577
3638200,12800,876,1444,-18419,32767,-577
3638210,12800,876,1444,-18419,32767,-577
3638220,12800,876,1444,-18419,32767,-577
3638230,12800,876,1444,-18419,32767,-577
3638240,12800,876,1444,-18419,32767,-577
3638250,12800,876,1444,-18419,32767,-577
3638260,12800,876,1444,-18419,32767,-577
3638270,12800,876,1444,-18419,32767,-577
3638288,12800,876,1444,-18419,32767,-577
3638298,12800,876,1444,-18419,32767,-577
3638308,12800,876,1444,-18419,32767,-577
3638318,12800,876,1444,-18419,32767,-577
3638328,12800,876,1444,-18419,32767,-577
3638338,12800,876,1444,-18419,32767,-577
3638348,12800,876,1444,-18419,32767,-577
3638358,12800,876,1444,-18419,32767,-577
3638368,12800,876,1444,-18419,32767,-577
3638378,12800,876,1444,-18419,32767,-577
3638395,12800,876,1444,-18419,32767,-577
3638405,12800,876,1444,-18419,32767,-577
3638415,12800,876,1444,-18419,32767,-577
3638425,12800,876,1444,-18419,32767,-577
3638435,12800,876,1444,-18419,32767,-577
3638445,12800,876,1444,-18419,32767,-577
3638455,12800,876,1444,-18419,32767,-577
3638465,12800,876,1444,-18419,32767,-577
3638475,12800,876,1444,-18419,32767,-577
3638485,12800,876,1444,-18419,32767,-577
3638500,12800,876,1444,-18419,32767,-577
3638510,12800,876,1444,-18419,32767,-577
3638520,12800,876,1444,-18419,32767,-577
3638530,12800,876,1444,-18419,32767,-577
3638540,12800,876,1444,-18419,32767,-577
3638550,12800,876,1444,-18419,32767,-577
3638560,12800,876,1444,-18419,32767,-577
3638570,12800,876,1444,-18419,32767,-577
3638580,12800,876,1444,-18419,32767,-577
3638590,12800,876,1444,-18419,32767,-577
3638607,12800,876,1444,-18419,32767,-577
3638617,12800,876,1444,-18419,32767,-577
3638627,12800,876,1444,-18419,32767,-577
3638637,12800,876,1444,-18419,32767,-577
3638647,12800,876,1444,-18419,32767,-577
3638657,12800,876,1444,-18419,32767,-577
3638667,12800,876,1444,-18419,32767,-577
3638677,12800,876,1444,-18419,32767,-577
3638687,12800,876,1444,-18419,32767,-577
3638697,12800,876,1444,-18419,32767,-577
3638714,12800,876,1444,-18419,32767,-577
3638724,12800,876,1444,-18419,32767,-577
3638734,12800,876,1444,-18419,32767,-577
3638744,12800,876,1444,-18419,32767,-577
3638754,12800,876,1444,-18419,32767,-577
3638764,12800,876,1444,-18419,32767,-577
3638774,12800,876,1444,-18419,32767,-577
3638784,12800,876,1444,-18419,32767,-577
3638794,12800,876,1444,-18419,32767,-577
3638804,12800,876,1444,-18419,32767,-577
3638821,12800,876,1444,-18419,32767,-577
3638831,12800,876,1444,-18419,32767,-577
3638841,12800,876,1444,-18419,32767,-577
3638851,12800,876,1444,-18419,32767,-577
3638861,12800,876,1444,-18419,32767,-577
3638871,12800,876,1444,-18419,32767,-577
3638881,12800,876,1444,-18419,32767,-577
3638891,12800,876,1444,-18419,32767,-577
3638901,12800,876,1444,-18419,32767,-577
3638911,12800,876,1444,-18419,32767,-577
3638928,12800,876,1444,-18419,32767,-577
3638938,12800,876,1444,-18419,32767,-577
3638948,12800,876,1444,-18419,32767,-577
3638958,12800,876,1444,-18419,32767,-577
3638968,12800,876,1444,-18419,32767,-577
3638978,12800,876,1444,-18419,32767,-577
3638988,12800,876,1444,-18419,32767,-577
3638998,12800,876,1444,-18419,32767,-577
3639008,12800,876,1444,-18419,32767,-577
3639018,12800,876,1444,-18419,32767,-577
3639033,12800,876,1444,-18419,32767,-577
3639043,12800,876,1444,-18419,32767,-577
3639053,12800,876,1444,-18419,32767,-577
3639063,12800,876,1444,-18419,32767,-577
3639073,12800,876,1444,-18419,32767,-577
3639083,12800,876,1444,-18419,32767,-577
3639093,12800,876,1444,-18419,32767,-577
3639103,12800,876,1444,-18419,32767,-577
3639113,12800,876,1444,-18419,32767,-577
3639123,12800,876,1444,-18419,32767,-577
3639140,12800,876,1444,-18419,32767,-577
3639150,12800,876,1444,-18419,32767,-577
3639160,12800,876,119,32767,-577
3639297,12800,876,1444,-18419,32767,-577
3639307,12800,876,1444,-18419,32767,-577
3639317,12800,876,1444,-18419,32767,-577
3639327,12800,876,1444,-18419,32767,-577
3639337,12800,876,1444,-18419,32767,-577
3639354,12800,876,1444,-18419,32767,-577
3639364,12800,876,1444,-18419,32767,-577
3639374,12800,876,1444,-18419,32767,-577
3639384,12800,876,1444,-18419,32767,-577
3639394,12800,876,1444,-18419,32767,-577
3639404,12800,876,1444,-18419,32767,-577
3639414,12800,876,1444,-18419,3276719,32767,-577
3639297,12800,876,1444,-18419,32767,-577
3639307,12800,876,1444,-18419,32767,-577
3639317,12800,876,1444,-18419,32767,-577
3639327,12800,876,1444,-18419,32767,-577
3639337,12800,876,1444,-18419,32767,-577
3639354,12800,876,1444,-18419,32767,-577
3639364,12800,876,1444,-18419,32767,-577
3639374,12800,876,1444,-18419,32767,-577
3639384,12800,876,1444,-18419,32767,-577
3639394,12800,876,1444,-18419,32767,-577
3639404,12800,876,1444,-18419,32767,-577
3639414,12800,876,1444,-18419,32767,-577
3639424,12800,876,1444,-18419,32767,-577
3639434,12800,876,1444,-18419,32767,-577
3639444,12800,876,1444,-18419,32767,-577
3639461,12800,876,1444,-18419,32767,-577
3639471,12800,876,1444,-18419,32767,-577
3639481,12800,876,1444,-18419,32767,-577
3639491,12800,876,1444,-18419,32767,-577
3639501,12800,876,1444,-18419,32767,-577
3639511,12800,876,1444,-18419,32767,-577
3639521,12800,876,1444,-18419,32767,-577
3639531,12800,876,1444,-18419,32767,-577
3639541,12800,876,1444,-18419,32767,-577
3639551,12800,876,1444,-18419,32767,-577
3639568,12800,876,1444,-18419,32767,-577
3639578,12800,876,1444,-18419,32767,-577
3639588,12800,876,1444,-18419,32767,-577
