Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
3694946,12800,876,1444,-18419,32767,-577
3694956,12800,876,1444,-18419,32767,-577
3694970,12800,876,1444,-18419,32767,-577
3694980,12800,876,1444,-18419,32767,-577
3694990,12800,876,1444,-18419,32767,-577
3695000,12800,876,1444,-18419,32767,-577
3695010,12800,876,1444,-18419,32767,-577
3695020,12800,876,1444,-18419,32767,-577
3695030,12800,876,1444,-18419,32767,-577
3695040,12800,876,1444,-18419,32767,-577
3695063,12800,876,1444,-18419,32767,-577
3695073,12800,876,1444,-18419,32767,-577
3695083,12800,876,1444,-18419,32767,-577
3695093,12800,876,1444,-18419,32767,-577
3695105,12800,876,1444,-18419,32767,-577
3695115,12800,876,1444,-18419,32767,-577
3695125,12800,876,1444,-18419,32767,-577
3695135,12800,876,1444,-18419,32767,-577
3695145,12800,876,1444,-18419,32767,-577
3695155,12800,876,1444,-18419,32767,-577
3695171,12800,876,1444,-18419,32767,-577
3695181,12800,876,1444,-18419,32767,-577
3695191,12800,876,1444,-18419,32767,-577
3695201,12800,876,1444,-18419,32767,-577
3695211,12800,876,1444,-18419,32767,-577
3695221,12800,876,1444,-18419,32767,-577
3695231,12800,876,1444,-18419,32767,-577
3695243,12800,876,1444,-18419,32767,-577
3695253,12800,876,1444,-18419,32767,-577
3695263,12800,876,1444,-18419,32767,-577
3695278,12800,876,1444,-18419,32767,-577
3695288,12800,876,1444,-18419,32767,-577
3695298,12800,876,1444,-18419,32767,-577
3695308,12800,876,1444,-18419,32767,-577
3695318,12800,876,1444,-18419,32767,-577
3695328,12800,876,1444,-18419,32767,-577
3695338,12800,876,1444,-18419,32767,-577
3695350,12800,876,1444,-18419,32767,-577
3695360,12800,876,1444,-18419,32767,-577
3695370,12800,876,1444,-18419,32767,-577
3695385,12800,876,1444,-18419,32767,-577
3695395,12800,876,1444,-18419,32767,-577
3695405,12800,876,1444,-18419,32767,-577
3695415,12800,876,1444,-18419,32767,-577
3695425,12800,876,1444,-18419,32767,-577
3695435,12800,876,1444,-18419,32767,-577
3695445,12800,876,1444,-18419,32767,-577
3695455,12800,876,1444,-18419,32767,-577
3695465,12800,876,1444,-18419,32767,-577
3695475,12800,876,1444,-18419,32767,-577
3695492,12800,876,1444,-18419,32767,-577
3695502,12800,876,1444,-18419,32767,-577
3695512,12800,876,1444,-18419,32767,-577
3695522,12800,876,1444,-18419,32767,-577
3695532,12800,876,1444,-18419,32767,-577
3695542,12800,876,1444,-18419,32767,-577
3695552,12800,876,1444,-18419,32767,-577
3695562,12800,876,1444,-18419,32767,-577
3695572,12800,876,1444,-18419,32767,-577
3695582,12800,876,1444,-18419,32767,-577
3695599,12800,876,1444,-18419,32767,-577
3695609,12800,876,1444,-18419,32767,-577
3695619,12800,876,1444,-18419,32767,-577
3695629,12800,876,1444,-18419,32767,-577
3695639,12800,876,1444,-18419,32767,-577
3695649,12800,876,1444,-18419,32767,-577
3695659,12800,876,1444,-18419,32767,-577
3695669,12800,876,1444,-18419,32767,-577
3695679,12800,876,1444,-18419,32767,-577
3695689,12800,876,1444,-18419,32767,-577
3695704,12800,876,1444,-18419,32767,-577
3695714,12800,876,1444,-18419,32767,-577
3695724,12800,876,1444,-18419,32767,-577
3695734,12800,876,1444,-18419,32767,-577
3695747,12800,876,1444,-18419,32767,-577
3695757,12800,876,1444,-18419,32767,-577
3695767,12800,876,1444,-18419,32767,-577
3695777,12800,876,1444,-18419,32767,-577
3695787,12800,876,1444,-18419,32767,-577
3695797,12800,876,1444,-18419,32767,-577
3695812,12800,876,1444,-18419,32767,-577
3695822,12800,876,1444,-18419,32767,-577
3695832,12800,876,1444,-18419,32767,-577
3695842,12800,876,1444,-18419,32767,-577
3695852,12800,876,1444,-18419,32767,-577
3695862,12800,876,1444,-18419,32767,-577
3695872,12800,876,1444,-18419,32767,-577
3695885,12800,876,1444,-18419,32767,-577
3695895,12800,876,1444,-18419,32767,-577
3695905,12800,876,1444,-18419,32767,-577
3695920,12800,876,1444,-18419,32767,-577
3695930,12800,876,1444,-18419,32767,-577
3695940,12800,876,1444,-18419,32767,-577
3695950,12800,876,1444,-18419,32767,-577
3695960,12800,876,1444,-18419,32767,-577
3695970,12800,876,1444,-18419,32767,-577
3695980,12800,876,119,32767,-577
3696117,12800,876,1444,-18419,32767,-577
3696134,12800,876,1444,-18419,32767,-577
3696144,12800,876,1444,-18419,32767,-577
3696154,12800,876,1444,-18419,32767,-577
3696164,12800,876,1444,-18419,32767,-577
3696174,12800,876,1444,-18419,32767,-577
3696184,12800,876,1444,-18419,32767,-577
3696194,12800,876,1444,-18419,32767,-577
3696204,12800,876,1444,-18419,32767,-577
3696214,12800,876,1444,-18419,32767,-577
3696224,12800,876,1444,-18419,32767,-577
3696239,12800,876,1444,-18419,3276719,32767,-577
3696117,12800,876,1444,-18419,32767,-577
3696134,12800,876,1444,-18419,32767,-577
3696144,12800,876,1444,-18419,32767,-577
3696154,12800,876,1444,-18419,32767,-577
3696164,12800,876,1444,-18419,32767,-577
