Time,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
1740864782.1705663,32767.0,17004.0,-32436.0,32767.0,-32768.0,28099.0
1740864782.1882908,32644.0,21688.0,-19716.0,32767.0,-31456.0,30507.0
1740864782.2062068,32644.0,21688.0,-19716.0,32767.0,-31456.0,30507.0
1740864782.2242863,29392.0,23468.0,-12296.0,32767.0,-18811.0,32767.0
1740864782.2427523,19008.0,21012.0,4496.0,32767.0,-3061.0,32767.0
1740864782.259827,13560.0,17580.0,9816.0,32767.0,-423.0,32767.0
1740864782.278646,9716.0,13208.0,9656.0,26628.0,-5039.0,32767.0
1740864782.2967265,7988.0,8508.0,6584.0,16335.0,-14450.0,32767.0
1740864782.3152957,7752.0,5880.0,956.0,12145.0,-12370.0,32767.0
1740864782.334191,4320.0,2656.0,-1716.0,13962.0,-9754.0,32767.0
1740864782.3514335,16.0,-136.0,-2568.0,16106.0,612.0,32767.0
1740864782.3687897,-9000.0,-1824.0,-1588.0,16643.0,22318.0,32767.0
1740864782.3861384,-18136.0,-4588.0,-3284.0,12942.0,32767.0,32767.0
1740864782.4036849,-21952.0,-5472.0,-6064.0,11098.0,32767.0,32767.0
1740864782.4215703,-20548.0,-8080.0,-8456.0,12880.0,32767.0,32752.0
1740864782.4392815,-18276.0,-8956.0,-10968.0,20461.0,25267.0,25767.0
1740864782.4582841,-15344.0,-9768.0,-5016.0,29916.0,4032.0,19740.0
1740864782.4774826,-16136.0,-8636.0,6240.0,32767.0,-3819.0,13661.0
1740864782.49606,-17748.0,-8212.0,16208.0,27371.0,-3466.0,5153.0
1740864782.5146203,-16092.0,-10368.0,17100.0,14000.0,-2319.0,-4804.0
1740864782.5320191,-7404.0,-13204.0,11988.0,1170.0,765.0,-9628.0
1740864782.5512836,-1124.0,-13672.0,4752.0,-6535.0,4889.0,-7919.0
1740864782.5690453,324.0,-13296.0,-2408.0,-2949.0,7472.0,-2402.0
1740864782.587744,-5936.0,-12604.0,112.0,4474.0,8206.0,753.0
1740864782.6051276,-14120.0,-10952.0,5324.0,2563.0,7738.0,-5754.0
1740864782.6246738,-10892.0,-10548.0,2900.0,-4792.0,-84.0,-18318.0
1740864782.6430137,2024.0,-10528.0,-2848.0,-9427.0,-8959.0,-25910.0
1740864782.6605518,13112.0,-10640.0,-8836.0,-7027.0,-25143.0,-21765.0
1740864782.6808205,13184.0,-10684.0,-8284.0,-168.0,-17067.0,-12240.0
1740864782.6982858,4292.0,-8948.0,-5720.0,4356.0,-7903.0,-10805.0
1740864782.716584,2948.0,-7756.0,-5096.0,6908.0,-8140.0,-18192.0
1740864782.7336671,9924.0,-7232.0,-2696.0,6396.0,-16229.0,-26174.0
1740864782.7515957,23524.0,-7172.0,-3168.0,4106.0,-22747.0,-25728.0
1740864782.769366,32767.0,-9312.0,-4536.0,6930.0,-20041.0,-9687.0
1740864782.7875404,25052.0,-9272.0,560.0,9953.0,-7668.0,8603.0
1740864782.8049595,10096.0,-7348.0,5632.0,8911.0,2932.0,14238.0
1740864782.823045,3216.0,-7092.0,8148.0,5140.0,13015.0,11814.0
1740864782.8404632,636.0,-6508.0,11472.0,-2343.0,16135.0,8032.0
1740864782.8598557,1076.0,-6396.0,10876.0,-10081.0,23444.0,6341.0
1740864782.877463,-1416.0,-4672.0,6844.0,-15901.0,32767.0,5838.0
1740864782.8949685,-5584.0,-4548.0,-596.0,-17912.0,32767.0,3625.0
1740864782.9134645,-12888.0,-3344.0,-6400.0,-12802.0,32767.0,-4359.0
1740864782.9314125,-18528.0,-2372.0,-7304.0,-3955.0,32767.0,-19191.0
1740864782.9492545,-18528.0,-2372.0,-7304.0,-3955.0,32767.0,-19191.0
1740864782.9679575,-17372.0,1032.0,-5180.0,6382.0,4681.0,-32768.0
1740864782.9864838,12676.0,13444.0,9092.0,12669.0,-29690.0,-32768.0
1740864783.0039437,17484.0,16048.0,15200.0,2659.0,-32164.0,-32768.0
1740864783.021669,17680.0,16828.0,12084.0,-12254.0,-16090.0,-32768.0
1740864783.0396802,13868.0,19256.0,5576.0,-22136.0,-1624.0,-32768.0
1740864783.0585206,12756.0,20856.0,2120.0,-28044.0,-4754.0,-32768.0
1740864783.0770583,24432.0,23340.0,-4252.0,-29519.0,-13706.0,-32768.0
1740864783.0953898,32767.0,23376.0,-12912.0,-21179.0,-21538.0,-32768.0
1740864783.113394,32767.0,21756.0,-7640.0,-15744.0,-23049.0,-32768.0
1740864783.1317437,32767.0,16932.0,-2084.0,-15107.0,-10467.0,-18868.0
1740864783.1500242,23932.0,19560.0,3968.0,-18430.0,25104.0,-6028.0
1740864783.1679695,4444.0,22236.0,6788.0,-27238.0,32767.0,-12608.0
1740864783.1861348,3332.0,23144.0,732.0,-30047.0,21639.0,-26981.0
1740864783.2041745,19708.0,27992.0,-1736.0,-29829.0,8413.0,-32768.0
1740864783.222602,32767.0,29996.0,-6396.0,-29811.0,-4788.0,-32768.0
1740864783.2400327,32767.0,25568.0,-16348.0,-28592.0,-11194.0,-21968.0
1740864783.2578404,26424.0,21924.0,-18172.0,-23243.0,-12992.0,-14206.0
1740864783.2772179,25016.0,20124.0,-19744.0,-12628.0,-11943.0,-14587.0
1740864783.2955287,28016.0,21032.0,-14396.0,1775.0,-12631.0,-10690.0
1740864783.3139315,26288.0,23288.0,-2528.0,2519.0,-12251.0,-8274.0
1740864783.3315775,28236.0,22780.0,-3360.0,-8044.0,-10964.0,-8915.0
1740864783.3507128,32767.0,19168.0,-14564.0,-13265.0,-10106.0,-5182.0
1740864783.3681517,32767.0,16392.0,-18348.0,-7350.0,-12391.0,3051.0
1740864783.3860645,32767.0,17012.0,-15040.0,2189.0,-32768.0,8617.0
1740864783.4039543,32767.0,21688.0,-15236.0,8396.0,-32768.0,18748.0
1740864783.4221258,32767.0,25612.0,-16348.0,11604.0,-32768.0,32767.0
1740864783.4411902,24120.0,22464.0,-26872.0,16391.0,-32768.0,32767.0
1740864783.4601233,14664.0,17364.0,-29588.0,32767.0,-30347.0,32767.0
1740864783.4786763,14664.0,17364.0,-29588.0,32767.0,-30347.0,32767.0
1740864783.498045,10768.0,16708.0,-9872.0,32767.0,-26322.0,32767.0
1740864783.515762,11192.0,6680.0,-6884.0,30368.0,-12981.0,32767.0
1740864783.533715,11052.0,5280.0,-7624.0,28453.0,-18663.0,32767.0
1740864783.5520644,10580.0,4688.0,-5852.0,27535.0,-19319.0,32767.0
1740864783.570631,7340.0,3804.0,-9176.0,28955.0,-7649.0,32767.0
1740864783.589462,6228.0,500.0,-11936.0,32767.0,-4267.0,29845.0
1740864783.6070836,7388.0,4.0,-9372.0,32767.0,-8331.0,28343.0
1740864783.6254818,8144.0,-508.0,1792.0,32767.0,-22743.0,31595.0
1740864783.6435294,8776.0,-1388.0,3360.0,30603.0,-13623.0,32767.0
1740864783.6615915,7052.0,-3708.0,1136.0,22618.0,-5349.0,32767.0
1740864783.6795533,2632.0,-4576.0,1280.0,16652.0,79.0,32767.0
1740864783.698125,-7544.0,-4436.0,-108.0,12987.0,14103.0,32767.0
1740864783.7161977,-19044.0,-4688.0,-3700.0,11039.0,23614.0,32767.0
1740864783.7339537,-19044.0,-4688.0,-3700.0,11039.0,23614.0,32767.0
1740864783.7518651,-19044.0,-4688.0,-3700.0,11039.0,23614.0,32767.0
1740864783.770233,-26972.0,-4540.0,-4484.0,11361.0,32767.0,32767.0
1740864783.7878244,-21836.0,-10072.0,-10440.0,20549.0,4878.0,3939.0
1740864783.8058555,-17376.0,-10020.0,-2684.0,24678.0,-6750.0,-4869.0
1740864783.8250368,-11908.0,-9756.0,4412.0,23089.0,-16488.0,-11779.0
1740864783.8427472,-6668.0,-9488.0,6492.0,17389.0,-16650.0,-16447.0
1740864783.8609867,-364.0,-11432.0,5424.0,10064.0,-14378.0,-15349.0
1740864783.8802283,3520.0,-12260.0,2232.0,4457.0,-8293.0,-10792.0
1740864783.8980148,5256.0,-13060.0,-60.0,2470.0,812.0,-3202.0
1740864783.9155838,16.0,-12348.0,484.0,1342.0,8032.0,2781.0
1740864783.9341516,-5740.0,-11368.0,-100.0,-374.0,13126.0,1949.0
1740864783.9521086,-7880.0,-11740.0,-2256.0,-887.0,10437.0,-4173.0
1740864783.9712756,-5024.0,-11936.0,-4424.0,699.0,780.0,-9751.0
1740864783.9893477,-72.0,-11364.0,-4968.0,3681.0,-6646.0,-10240.0
1740864784.0068936,-1248.0,-11244.0,-1756.0,7356.0,-5988.0,-6258.0
1740864784.0242517,-7304.0,-9256.0,2540.0,8420.0,1256.0,-5693.0
1740864784.0427632,-12560.0,-7960.0,5312.0,4761.0,7317.0,-12466.0
1740864784.0610392,-9560.0,-6676.0,5512.0,-2207.0,3005.0,-26205.0
1740864784.079985,6648.0,-6624.0,100.0,-8355.0,-14177.0,-32768.0
1740864784.0978746,20668.0,-7984.0,-6592.0,-7896.0,-21925.0,-32643.0
1740864784.1151414,21424.0,-8844.0,-7444.0,-2962.0,-18327.0,-21247.0
1740864784.1326776,13908.0,-8888.0,-6368.0,1002.0,-8544.0,-15018.0
1740864784.1512983,8596.0,-9368.0,-7356.0,4981.0,-4625.0,-16955.0
1740864784.1693072,13168.0,-7256.0,-2984.0,4779.0,-6908.0,-19955.0
1740864784.1870997,18388.0,-6848.0,-1212.0,-426.0,-1956.0,-20516.0
1740864784.204744,24576.0,-6908.0,-5116.0,-2896.0,-1652.0,-20528.0
1740864784.2224007,30048.0,-7824.0,-7656.0,531.0,-1211.0,-16513.0
1740864784.2408237,30256.0,-8364.0,-5052.0,3993.0,-3359.0,-9053.0
1740864784.259063,26788.0,-8440.0,-1444.0,4265.0,-1310.0,-885.0
1740864784.2766764,19984.0,-9308.0,428.0,3673.0,563.0,6880.0
1740864784.2945535,10500.0,-9516.0,1004.0,1724.0,6880.0,11668.0
1740864784.3131764,924.0,-8824.0,2144.0,-569.0,14427.0,10091.0
1740864784.3306992,-2232.0,-7992.0,4068.0,-1835.0,26307.0,3387.0
1740864784.3485281,-656.0,-5988.0,6132.0,-2225.0,32767.0,-286.0
1740864784.3666327,-3732.0,-4300.0,3356.0,-2727.0,32767.0,-1374.0
1740864784.38439,-10200.0,-2320.0,3048.0,-1966.0,31714.0,-6265.0
1740864784.4022841,-15076.0,1200.0,4944.0,-3044.0,20750.0,-16680.0
1740864784.4213843,-17476.0,4004.0,3000.0,-4088.0,6571.0,-30989.0
1740864784.439167,-12028.0,8516.0,1272.0,-1670.0,-3718.0,-32768.0
1740864784.4577193,-1120.0,12864.0,2984.0,3009.0,-2776.0,-32768.0
1740864784.4757705,4244.0,16016.0,7040.0,2784.0,-6660.0,-32768.0
1740864784.4953613,12504.0,19276.0,7368.0,-5856.0,-21866.0,-32768.0
1740864784.513804,25336.0,21688.0,1088.0,-19198.0,-32768.0,-32768.0
1740864784.5316536,32767.0,19760.0,-8808.0,-25336.0,-32768.0,-32768.0
1740864784.550144,32767.0,15804.0,-14760.0,-15962.0,-27480.0,-32768.0
1740864784.567707,28832.0,15836.0,-6728.0,-2874.0,-6660.0,-21987.0
1740864784.5857494,13992.0,19412.0,2132.0,-2578.0,6462.0,-20341.0
1740864784.6036894,11200.0,21620.0,5360.0,-13411.0,-4008.0,-31873.0
1740864784.621862,32767.0,27912.0,3708.0,-23969.0,-46.0,-32768.0
1740864784.6403563,32767.0,24396.0,-2664.0,-28286.0,4996.0,-28578.0
1740864784.6579812,32767.0,24492.0,-6032.0,-21486.0,-3475.0,-8782.0
1740864784.6768384,24304.0,23580.0,2060.0,-21399.0,5582.0,-109.0
1740864784.6951907,11620.0,22712.0,-2664.0,-31004.0,8469.0,-5905.0
1740864784.7132022,15036.0,21988.0,-14804.0,-32768.0,-4634.0,-16744.0
1740864784.730979,26976.0,20856.0,-22776.0,-30445.0,-19509.0,-20320.0
1740864784.7497392,26976.0,20856.0,-22776.0,-30445.0,-19509.0,-20320.0
1740864784.7670484,26976.0,20856.0,-22776.0,-30445.0,-19509.0,-20320.0
1740864784.7852979,32767.0,17528.0,-27496.0,-15427.0,-25255.0,-10176.0
1740864784.8027225,13652.0,16344.0,-2772.0,-2155.0,-17427.0,5474.0
1740864784.8202393,22352.0,17384.0,-8356.0,-11356.0,-26292.0,-2768.0
1740864784.8376784,32767.0,17668.0,-13772.0,-18999.0,-32768.0,-547.0
1740864784.8550897,32767.0,17796.0,-25764.0,-17253.0,-32768.0,13220.0
1740864784.8723843,32767.0,17188.0,-31468.0,-2409.0,-32768.0,32742.0
1740864784.8897846,18500.0,18024.0,-28152.0,10593.0,-20792.0,32767.0
1740864784.9073737,7156.0,9664.0,-25300.0,16999.0,-5583.0,32767.0
1740864784.9245825,688.0,8052.0,-21196.0,22613.0,-1876.0,32767.0
1740864784.9419482,2288.0,8472.0,-15544.0,28150.0,-9614.0,26878.0
1740864784.9596372,7368.0,5452.0,-9008.0,32767.0,-28719.0,18153.0
1740864784.9784708,12628.0,2012.0,-6768.0,32767.0,-30179.0,13908.0
1740864784.9966216,10880.0,1380.0,-4540.0,30545.0,-28538.0,12742.0
1740864785.014254,9264.0,-1640.0,-10828.0,27798.0,-20957.0,10450.0
1740864785.0325832,8672.0,-1752.0,-10824.0,27834.0,-18299.0,7910.0
1740864785.0514855,11420.0,-584.0,-11488.0,26902.0,-24497.0,10234.0
1740864785.070849,15024.0,-3368.0,-11696.0,26798.0,-16917.0,14823.0
1740864785.0882413,16280.0,-6544.0,-10684.0,27156.0,-10805.0,23910.0
1740864785.1075416,14808.0,-7020.0,-8436.0,26425.0,-7101.0,32767.0
1740864785.1249537,8556.0,-7188.0,-7268.0,23204.0,-4661.0,32767.0
1740864785.1442788,1352.0,-6048.0,-10980.0,21252.0,6189.0,32767.0
1740864785.163573,-6168.0,-4460.0,-13996.0,24614.0,17383.0,32767.0
1740864785.1809983,-14228.0,-3032.0,-10216.0,28420.0,24973.0,32767.0
1740864785.2000213,-20548.0,-2948.0,-6188.0,27576.0,30856.0,32767.0
1740864785.2170253,-21248.0,-4716.0,-5912.0,25126.0,26192.0,31231.0
1740864785.2345994,-19460.0,-6496.0,-6340.0,25610.0,18502.0,23752.0
1740864785.2523084,-20544.0,-8140.0,-2604.0,27650.0,8467.0,18342.0
1740864785.2702103,-20544.0,-8140.0,-2604.0,27650.0,8467.0,18342.0
1740864785.2873795,-20544.0,-8140.0,-2604.0,27650.0,8467.0,18342.0
1740864785.304694,-20544.0,-8140.0,-2604.0,27650.0,8467.0,18342.0
1740864785.3222451,-20544.0,-8140.0,-2604.0,27650.0,8467.0,18342.0
1740864785.3397415,2928.0,-8712.0,-7076.0,6437.0,-14547.0,-21923.0
1740864785.357586,4732.0,-10052.0,-7096.0,12717.0,-8585.0,-12978.0
1740864785.3754025,-5736.0,-8600.0,-964.0,16338.0,858.0,-9465.0
1740864785.3943481,-12660.0,-5724.0,1848.0,14443.0,-912.0,-15988.0
1740864785.4128568,-7368.0,-4364.0,4584.0,9145.0,-7355.0,-26876.0
1740864785.4309998,5880.0,-5316.0,2624.0,2538.0,-15261.0,-31830.0
1740864785.448754,12744.0,-6480.0,-2400.0,368.0,-13132.0,-24456.0
1740864785.466788,5864.0,-5360.0,-3496.0,2593.0,-6371.0,-20146.0
1740864785.484466,172.0,-2896.0,936.0,4807.0,-5466.0,-26884.0
1740864785.5034668,4168.0,-2868.0,1024.0,1540.0,-14429.0,-32768.0
1740864785.5210404,13952.0,-580.0,516.0,-7414.0,-25209.0,-32768.0
1740864785.5394022,27024.0,-3924.0,-6264.0,-12461.0,-22223.0,-31069.0
1740864785.558504,22992.0,-5876.0,-12792.0,-8198.0,-4895.0,-15501.0
1740864785.576655,8736.0,-3080.0,-11392.0,112.0,4371.0,-12770.0
1740864785.595294,7316.0,-316.0,-6564.0,3468.0,1715.0,-24303.0
1740864785.6138177,20856.0,1612.0,-4408.0,1822.0,-3980.0,-32768.0
1740864785.631427,32767.0,196.0,-6752.0,-515.0,-14044.0,-28321.0
1740864785.649344,32767.0,-1824.0,-8140.0,339.0,-8753.0,-13987.0
1740864785.6686964,26508.0,-1976.0,-6140.0,2446.0,-78.0,-3448.0
1740864785.686963,19096.0,-1220.0,-3796.0,3724.0,1265.0,-1876.0
1740864785.7042592,18824.0,-1088.0,784.0,2281.0,171.0,-2636.0
1740864785.722993,21916.0,-1236.0,3040.0,-3267.0,-81.0,481.0
1740864785.741157,20808.0,-2512.0,1792.0,-8115.0,7662.0,7205.0
1740864785.7594802,14188.0,-2364.0,-732.0,-10446.0,15696.0,11958.0
1740864785.7777822,7700.0,-2012.0,-2372.0,-9978.0,23844.0,11627.0
1740864785.795686,2452.0,-1392.0,-1368.0,-6272.0,29169.0,9865.0
1740864785.8132563,-2608.0,168.0,1604.0,-692.0,32767.0,6798.0
1740864785.8308039,-6748.0,2636.0,6908.0,3081.0,32767.0,1760.0
1740864785.8481083,-13748.0,7140.0,12948.0,-1315.0,32767.0,-7452.0
1740864785.865659,-18872.0,11824.0,11448.0,-12775.0,32767.0,-25473.0
1740864785.883444,-13312.0,14200.0,3196.0,-19350.0,13668.0,-32768.0
1740864785.9011445,2596.0,19984.0,-5208.0,-14613.0,-13419.0,-32768.0
1740864785.9187684,16608.0,23364.0,-7000.0,-3920.0,-32768.0,-32768.0
1740864785.936305,20276.0,26600.0,2844.0,1183.0,-32768.0,-32768.0
1740864785.9538147,20236.0,31260.0,7560.0,-11354.0,-32768.0,-32768.0
1740864785.9725652,22004.0,29976.0,-4056.0,-24998.0,-9245.0,-32768.0
1740864785.9898665,19668.0,28600.0,-9240.0,-32243.0,-5123.0,-32768.0
1740864786.0081117,26468.0,32364.0,-11948.0,-32215.0,-28696.0,-32768.0
1740864786.0268488,32767.0,27068.0,-18776.0,-23013.0,-32768.0,-32768.0
1740864786.0456164,32767.0,28036.0,-12388.0,-15095.0,-26957.0,-20613.0
1740864786.064437,32767.0,26588.0,-9136.0,-21227.0,-6157.0,1739.0
1740864786.083112,21236.0,24492.0,-19404.0,-26301.0,8937.0,9128.0
1740864786.1007533,21236.0,24492.0,-19404.0,-26301.0,8937.0,9128.0
1740864786.1196017,15384.0,21828.0,-22472.0,-20223.0,-4670.0,5864.0
1740864786.137059,21888.0,23060.0,-12308.0,-8093.0,-14637.0,4909.0
1740864786.1559882,18952.0,22236.0,-10904.0,-13707.0,-19065.0,-1067.0
1740864786.174731,26836.0,24428.0,-17828.0,-19514.0,-31022.0,-7957.0
1740864786.1928658,32767.0,24092.0,-27628.0,-22776.0,-32768.0,-1784.0
1740864786.2119784,32767.0,20436.0,-32768.0,-16238.0,-32768.0,15095.0
1740864786.2294743,32767.0,16796.0,-32768.0,3171.0,-32768.0,31687.0
1740864786.2474556,21736.0,17036.0,-32768.0,27298.0,-30516.0,32767.0
1740864786.265405,15664.0,18436.0,-23568.0,32767.0,-23776.0,32767.0
1740864786.2843149,17500.0,17184.0,-16312.0,32767.0,-14878.0,32767.0
1740864786.3033555,19004.0,13696.0,-13212.0,32767.0,-10305.0,32767.0
1740864786.3220384,17900.0,12100.0,-12420.0,32767.0,-4098.0,32767.0
1740864786.3402238,16232.0,10924.0,-12164.0,32767.0,-8450.0,32767.0
1740864786.35757,10888.0,9844.0,-14996.0,32767.0,-10796.0,32767.0
1740864786.3767452,6116.0,7636.0,-15056.0,32767.0,-12261.0,32767.0
1740864786.3952384,-652.0,7000.0,-12168.0,32767.0,-3586.0,32767.0
1740864786.4132254,-10196.0,6796.0,-6880.0,32767.0,6215.0,32767.0
1740864786.4313087,-10196.0,6796.0,-6880.0,32767.0,6215.0,32767.0
1740864786.4489298,-10196.0,6796.0,-6880.0,32767.0,6215.0,32767.0
1740864786.4671857,-10196.0,6796.0,-6880.0,32767.0,6215.0,32767.0
1740864786.48517,-17720.0,7408.0,-1200.0,32767.0,12518.0,32767.0
1740864786.5045815,-26880.0,-5704.0,-9180.0,8615.0,15457.0,17536.0
1740864786.5244226,-20288.0,-6756.0,-14636.0,12525.0,-3491.0,489.0
1740864786.5415366,-11272.0,-6028.0,-14792.0,20803.0,-15158.0,-7177.0
1740864786.5591094,-10104.0,-4280.0,-10900.0,28783.0,-16495.0,-12671.0
1740864786.5769465,-9792.0,-2784.0,-5900.0,32767.0,-21308.0,-21055.0
1740864786.5945919,-9792.0,-2784.0,-5900.0,32767.0,-21308.0,-21055.0
1740864786.6125069,-4196.0,-1156.0,72.0,32767.0,-29186.0,-31870.0
1740864786.6303027,17464.0,356.0,7544.0,22212.0,-32768.0,-32768.0
1740864786.6474228,21072.0,-2472.0,8900.0,12297.0,-32768.0,-31911.0
1740864786.664761,16076.0,-3744.0,6844.0,3653.0,-22152.0,-26075.0
1740864786.682552,12960.0,-3324.0,128.0,-1512.0,-12014.0,-25293.0
1740864786.7002726,15812.0,-3364.0,-3260.0,-5601.0,-13052.0,-26559.0
1740864786.717713,23104.0,-3860.0,-7436.0,-6832.0,-13842.0,-22720.0
1740864786.736085,28620.0,-7432.0,-10144.0,-310.0,-241.0,-9795.0
1740864786.7545142,20320.0,-5776.0,-6000.0,6249.0,11604.0,906.0
1740864786.7725213,11300.0,-3564.0,-2188.0,8056.0,13839.0,374.0
1740864786.7901802,10040.0,-2996.0,1540.0,4555.0,6570.0,-6749.0
1740864786.8081803,18408.0,-3604.0,216.0,-320.0,-2113.0,-9940.0
1740864786.8282928,22468.0,-5732.0,-2048.0,-1489.0,-886.0,-3582.0
1740864786.8462083,15936.0,-5504.0,-2100.0,-1217.0,5823.0,1484.0
1740864786.8635888,9984.0,-4616.0,-1664.0,-826.0,4783.0,-344.0
1740864786.8818243,9312.0,-4284.0,492.0,-1119.0,2009.0,-5450.0
1740864786.9002166,13168.0,-4612.0,2884.0,-4330.0,2929.0,-8956.0
1740864786.9180572,18888.0,-4744.0,972.0,-7057.0,-1470.0,-6237.0
1740864786.9355297,18288.0,-5828.0,-656.0,-8438.0,2693.0,590.0
1740864786.9545453,9924.0,-5500.0,-80.0,-7034.0,8154.0,5312.0
1740864786.9731946,3228.0,-4404.0,1080.0,-4762.0,17758.0,5547.0
1740864786.9903884,-2452.0,-2004.0,4168.0,-3602.0,29550.0,1163.0
1740864787.0089796,-6840.0,-660.0,7856.0,-6435.0,32767.0,-7806.0
1740864787.0272703,-7392.0,2848.0,8768.0,-13331.0,23015.0,-21170.0
1740864787.044843,-132.0,5104.0,3868.0,-20797.0,9407.0,-32768.0
1740864787.0644019,8132.0,5780.0,-4304.0,-21655.0,-1862.0,-32768.0
1740864787.0829725,10192.0,6180.0,-6872.0,-14396.0,-9262.0,-32768.0
1740864787.1005435,10096.0,9076.0,0.0,-7640.0,-12242.0,-32768.0
1740864787.1183465,6880.0,12536.0,1052.0,-6916.0,-7282.0,-32768.0
1740864787.1376417,4628.0,16592.0,2600.0,-12417.0,-6644.0,-32768.0
1740864787.1559868,6928.0,19520.0,480.0,-22350.0,-10181.0,-32768.0
1740864787.1737473,19788.0,21128.0,-4048.0,-25871.0,-12154.0,-32768.0
1740864787.1915598,29468.0,21132.0,-7564.0,-19550.0,-19663.0,-32768.0
1740864787.210884,31712.0,21852.0,-4588.0,-15449.0,-21539.0,-32768.0
1740864787.228543,25652.0,22828.0,-596.0,-19965.0,-15316.0,-20680.0
1740864787.247054,17060.0,22900.0,-6108.0,-27908.0,-6913.0,-13118.0
