Time,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
1740863772.639188,-252.0,-4060.0,12200.0,32767.0,-7370.0,-21430.0
1740863772.6566837,868.0,-2184.0,17312.0,32767.0,-2762.0,-21385.0
1740863772.674973,904.0,-368.0,21648.0,32767.0,-2981.0,-21978.0
1740863772.6935966,1736.0,-1596.0,23448.0,26893.0,610.0,-23366.0
1740863772.711686,2852.0,-972.0,25056.0,20425.0,-1009.0,-23872.0
1740863772.7291796,4260.0,3512.0,25268.0,11679.0,-878.0,-25320.0
1740863772.7467966,2780.0,-852.0,21704.0,5151.0,-831.0,-26469.0
1740863772.7642026,4580.0,-20.0,18296.0,2971.0,-7269.0,-30774.0
1740863772.7819076,7676.0,2068.0,16440.0,5461.0,-8743.0,-32768.0
1740863772.7997148,8064.0,1824.0,17464.0,7996.0,-8678.0,-32768.0
1740863772.8178258,9108.0,-2696.0,15868.0,13185.0,-12584.0,-32768.0
1740863772.8355544,16096.0,2284.0,18628.0,24028.0,-21901.0,-32768.0
1740863772.8538985,23276.0,10896.0,24520.0,30760.0,-31181.0,-32768.0
1740863772.872352,28644.0,17912.0,32767.0,24759.0,-32768.0,-32768.0
1740863772.8909864,32372.0,17864.0,32767.0,9230.0,-32768.0,-32768.0
1740863772.9091768,32767.0,15368.0,32767.0,-8955.0,-32768.0,-27782.0
1740863772.9269266,32767.0,13584.0,30412.0,-21332.0,-24671.0,-14141.0
1740863772.945355,28652.0,14760.0,27972.0,-32076.0,-14239.0,-2963.0
1740863772.962966,20156.0,15272.0,19900.0,-32768.0,-8627.0,2123.0
1740863772.9812143,16248.0,14960.0,10772.0,-32768.0,-10735.0,509.0
