Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
1739651254.4400163,16552,1176,-1416,1715,-30,870
1739651254.4531512,16540,1164,-1284,1722,-207,905
1739651254.4540908,16612,1184,-1400,1742,-411,946
1739651254.455093,16636,1372,-1608,1792,-474,982
1739651254.455093,16740,1268,-1524,1835,-528,1010
1739651254.4560921,16624,1408,-1436,1840,-541,1075
1739651254.4570944,16552,1484,-1444,1792,-536,1012
1739651254.468578,16428,1680,-1608,1783,-424,927
1739651254.468578,16364,1648,-1736,1757,-221,808
1739651254.469581,16380,1616,-1584,1729,-87,691
1739651254.4705775,16560,1500,-1680,1660,-8,587
1739651254.4717262,16676,1316,-1736,1613,37,630
1739651254.483579,16700,1244,-1944,1612,132,744
1739651254.483579,16744,1256,-1996,1584,215,837
1739651254.4845796,16688,1048,-2092,1697,275,994
1739651254.4855807,16640,796,-2112,1877,412,1329
1739651254.4866269,16316,936,-2112,1883,333,1605
1739651254.4989643,16072,1460,-1656,1621,465,1505
1739651254.4989643,16296,1592,-1544,1384,805,1388
1739651254.4999766,16480,1640,-1704,1097,1194,1289
1739651254.4999766,16540,1472,-1804,961,1492,1036
1739651254.5019765,16888,1412,-1916,889,1575,813
1739651254.5140805,17084,1132,-1768,894,1805,832
1739651254.5140805,16956,676,-1868,1094,1921,1097
1739651254.5149777,16608,488,-2036,1297,1796,1319
1739651254.5149777,16436,884,-1760,1455,1523,1323
1739651254.517001,16548,948,-1628,1566,1221,1471
1739651254.5282507,16764,1380,-1328,1372,889,1216
1739651254.5291224,17016,1432,-1340,1211,762,1188
1739651254.5291224,17016,1388,-1784,1076,731,1166
1739651254.53063,17312,1184,-1984,1239,827,812
1739651254.5317512,17764,436,-2328,1455,761,1261
1739651254.5435274,17320,460,-2052,1455,607,1851
1739651254.5444255,16940,900,-1628,1016,458,2158
1739651254.5444255,16804,1304,-1740,1074,679,1390
1739651254.5454247,17508,896,-1376,887,754,1475
1739651254.5465581,17012,1400,-1620,281,1112,1497
1739651254.5590231,17596,1156,-1816,363,1523,947
1739651254.5595276,17280,1772,-1952,79,1922,798
1739651254.5595276,17780,1176,-1668,113,2503,488
1739651254.5606496,17324,1336,-1628,-199,3195,648
1739651254.5615377,16980,1344,-2004,-106,3765,272
1739651254.573568,17024,1420,-1768,-144,4206,129
1739651254.5745375,17104,1008,-1596,-437,4857,499
1739651254.5745375,16628,1384,-2048,-115,5782,-40
1739651254.575534,17404,1068,-1652,-317,6692,325
1739651254.5766702,17064,1272,-2280,-146,7772,-68
1739651254.5885632,17832,1148,-1904,-408,9008,232
1739651254.5895693,17652,1368,-2060,-596,10128,-2
1739651254.6032412,18288,1076,-1688,-1246,11248,571
1739651254.6041033,17672,1448,-2260,-1552,12162,384
1739651254.6051054,17840,1420,-2076,-2150,12785,655
1739651254.6061044,17872,1652,-1884,-2897,13181,824
1739651254.6061044,17892,1688,-2012,-3608,13528,964
1739651254.6071026,17552,1696,-1860,-4230,13638,981
1739651254.6081042,17432,1696,-2132,-4474,13280,946
1739651254.6081042,17208,1628,-1756,-4691,12532,963
1739651254.6095417,17084,1748,-1580,-4885,11870,1064
1739651254.6185496,17148,1868,-1576,-4948,10967,1211
1739651254.6185496,17044,1908,-1280,-4958,10121,1440
1739651254.6205494,17500,2020,-1336,-4951,9354,1789
1739651254.633677,17580,2408,-1056,-4806,8571,2044
1739651254.633677,18092,2652,-1204,-4679,7879,2243
1739651254.635064,18564,3064,-928,-4609,7124,2499
1739651254.636069,19156,3464,-1004,-4388,6560,2620
1739651254.636069,19680,3548,-1084,-3738,6344,2403
1739651254.6370711,20400,3532,-672,-3420,6047,2357
1739651254.6485841,20320,3452,-408,-3278,5815,2446
1739651254.6497693,19160,2300,-1380,-1320,5597,1227
1739651254.6497693,18268,448,-1180,792,3683,48
1739651254.6507764,17520,-2112,-832,2219,3748,-1274
1739651254.6517758,15624,-8244,-1948,3443,4573,-6082
1739651254.663774,17704,-4360,176,2953,4280,-6113
1739651254.663774,13636,-6320,2428,2894,2497,-8419
1739651254.664778,20392,2864,3804,1604,4441,-7505
1739651254.6657748,23876,6004,3936,1118,3615,-7249
1739651254.6667767,17324,5236,2792,538,-24,-6769
1739651254.6787794,20816,7788,1992,689,1161,-5471
1739651254.6787794,21412,6828,1408,1757,-149,-4885
1739651254.6797826,17688,4924,1052,3316,-4532,-4435
1739651254.6808376,19528,5324,2928,4244,-6810,-3889
1739651254.681774,19316,4380,3132,4739,-9560,-3635
1739651254.693974,19372,4372,2452,5141,-10719,-3044
1739651254.693974,19416,3800,2584,5705,-12711,-2787
1739651254.6949468,19532,3300,3052,5923,-14153,-2470
1739651254.6958497,20244,2904,3456,5997,-15150,-2262
1739651254.6968598,20424,2080,3288,6128,-17124,-2143
1739651254.7089448,21200,784,4136,6599,-20074,-2196
1739651254.72409,21944,148,5308,6918,-24109,-2467
1739651254.72409,23072,20,6740,7038,-28684,-2830
1739651254.7251031,23356,1104,6572,6934,-32768,-2832
1739651254.7388568,22684,1884,6756,6972,-32768,-3016
1739651254.7388568,22568,3528,5860,7158,-32768,-2937
1739651254.7398634,21472,3976,5184,7574,-32768,-3021
1739651254.7408643,21200,4632,3936,8145,-32768,-2932
1739651254.7418635,19828,3876,2932,8716,-32768,-3007
1739651254.7418635,19204,4144,2020,9408,-32768,-2889
1739651254.7428634,18420,4440,1636,9996,-32768,-2787
1739651254.743865,17148,3984,776,10707,-32768,-2729
1739651254.7449572,16724,4452,428,11110,-32768,-2473
1739651254.7449572,16352,4192,12,11643,-32768,-2334
1739651254.7468636,13888,4216,-1056,11933,-32768,-1796
1739651254.7468636,13240,3388,-280,12298,-32768,-1691
1739651254.748868,13792,2776,468,12309,-32768,-1508
1739651254.7543173,13160,2432,-20,12107,-32768,-1153
1739651254.7543173,12232,1872,-268,12130,-32768,-976
1739651254.7684717,11548,656,376,12487,-32768,-1143
1739651254.7684717,10864,-556,1260,12914,-32768,-1476
1739651254.7694705,11072,-1512,1928,13476,-32768,-1892
1739651254.77047,11600,-2224,2224,14350,-32768,-2366
1739651254.77147,12140,-2828,2300,15605,-32768,-2830
1739651254.772497,12436,-2592,2920,16925,-32768,-3246
1739651254.8135598,12656,-1796,3276,18519,-32768,-3678
1739651254.814476,12428,-1672,4164,19931,-32768,-4315
1739651254.815475,11756,-1740,4836,21209,-32768,-4998
1739651254.815475,10884,-1816,5064,22448,-32768,-5805
1739651254.81648,10244,-2404,5392,23825,-32768,-6497
1739651254.8174818,9556,-2644,5436,25304,-32768,-6822
1739651254.8184755,9080,-2852,5508,26853,-32768,-6878
1739651254.8194783,8532,-2768,6068,28398,-32768,-6757
1739651254.8194783,7584,-2800,6812,29575,-31776,-6731
1739651254.8204815,7308,-2736,7632,30805,-29436,-6831
1739651254.821475,5176,-3020,7820,31851,-28016,-6880
1739651254.8224723,3928,-3264,8000,32767,-26666,-7243
1739651254.8224723,2240,-3912,8556,32767,-24934,-7403
1739651254.8234742,164,-4400,8380,32767,-23280,-7558
1739651254.828575,-1856,-5048,8464,32767,-21327,-7594
1739651254.8294826,-3688,-5308,8452,32767,-19138,-7443
1739651254.8294826,-5472,-5648,8796,32767,-17013,-6946
1739651254.8304832,-7412,-5716,8608,32767,-14750,-6167
1739651254.831484,-9276,-5880,9016,32767,-12570,-5322
1739651254.8324802,-11136,-6600,9184,32767,-10398,-4254
1739651254.8440464,-12912,-7072,9256,32767,-8385,-3114
1739651254.8440464,-14428,-7300,9208,32767,-6373,-1910
1739651254.8450441,-16040,-7768,9052,32767,-4575,-534
1739651254.8460388,-17364,-8468,9108,32767,-2760,957
1739651254.8470402,-18472,-9448,9392,32767,-942,2549
1739651254.8590474,-19140,-10488,9548,32767,944,4195
1739651254.8590474,-19500,-11400,9648,32767,3090,5851
1739651254.8600423,-19712,-12312,9672,32767,5364,7534
1739651254.8610835,-19676,-13232,9720,32767,7690,9308
1739651254.8620436,-20180,-14372,10492,32767,10026,11105
1739651254.8741765,-20444,-15460,11204,32767,12485,13156
1739651254.8741765,-20292,-16152,11928,32767,14654,15412
1739651254.8751743,-20036,-16796,12444,32767,16458,17871
1739651254.8762572,-19704,-17356,13184,32767,17531,20393
1739651254.8771749,-18984,-18028,13816,32767,18388,22990
1739651254.888259,-18352,-18972,14176,32767,18065,25699
1739651254.8891778,-17716,-19956,14520,32767,17055,28439
1739651254.8901732,-16952,-20836,14592,32767,15209,31228
1739651254.891275,-15952,-21552,15060,32767,13118,32767
1739651254.8921733,-15220,-22196,14984,32767,10971,32767
1739651254.9034653,-14720,-23192,15128,32767,8321,32767
1739651254.9043248,-13796,-24136,14908,32767,6242,32767
1739651254.9052978,-12732,-25352,14912,32767,4308,32767
1739651254.9063196,-11356,-26656,14776,32767,2992,32767
1739651254.9072964,-10084,-28044,14684,32767,1717,32767
1739651254.9184973,-8760,-29368,14768,32767,658,32767
1739651254.9195051,-7544,-30912,14632,32767,-341,32767
1739651254.9195051,-6284,-32232,14864,32767,-1037,32767
1739651254.9205022,-5052,-32768,15064,32767,-1666,32767
1739651254.921498,-3340,-32768,15056,32767,-2000,32767
1739651254.9337602,-2032,-32768,15092,32767,-2478,32767
1739651254.9337602,-144,-32768,15320,32767,-2615,32767
1739651254.9349294,1084,-32768,15624,32767,-2817,32767
1739651254.9360285,2500,-32768,15616,32767,-2929,32767
1739651254.937039,3616,-32768,15284,32767,-2403,32767
1739651254.9482276,4764,-32768,14816,32767,-1543,32767
1739651254.9495184,5888,-32768,14776,32767,-477,32767
1739651254.9495184,6568,-32768,15164,32767,491,32767
1739651254.9505298,7188,-32768,15812,32767,1326,32767
1739651254.9518404,7520,-32768,16692,32767,2471,32767
1739651254.9639423,7968,-32768,16940,32767,3638,32767
1739651254.9639423,8060,-32768,16672,32767,4777,32767
1739651254.9648492,8256,-32768,16648,32767,6404,32767
1739651254.9658496,9168,-32768,16628,32767,8801,32767
1739651254.9669569,8908,-32768,16560,32767,11552,32767
1739651254.9788473,9292,-32768,17532,32767,14774,32767
1739651254.9788473,9680,-32768,18576,32767,17853,32767
1739651254.97985,9032,-32768,19144,32767,19890,32767
1739651254.980918,10684,-32768,21208,32767,20676,32767
1739651254.9818535,12760,-32768,21228,32767,21198,32712
1739651254.9938512,14716,-32768,18476,32767,20492,31023
1739651254.9938512,20732,-32768,17072,32767,20577,29782
1739651254.99509,26476,-32768,17320,32767,20149,29496
1739651254.9960945,27660,-32768,17752,32767,19024,28890
1739651254.997109,27584,-32768,19508,32767,16168,27842
1739651255.0093932,27868,-32768,21552,32767,9123,25983
1739651255.0093932,27988,-32768,20500,32767,645,23354
1739651255.0103927,27908,-32768,16980,32767,-6013,20298
1739651255.0103927,28820,-32768,12412,32767,-9783,16560
1739651255.0124254,30732,-32768,8984,32767,-10190,12282
1739651255.0233026,1892,-32768,1704,32767,-22978,13960
1739651255.0243106,32767,-32768,-18084,32767,32767,-25634
1739651255.0253115,32767,-32768,-32768,32767,32767,-23612
1739651255.0263088,-32768,-32768,-4704,32767,32767,-7405
1739651255.0263088,29628,-32768,32767,32767,-12219,-1228
1739651255.0389524,32767,-32768,26192,32767,-26865,-1291
1739651255.0389524,32767,-32768,3300,32767,-28850,-2542
1739651255.0399573,32767,-32768,-3620,32767,-2271,-8873
1739651255.0410533,32767,-32768,-4688,32767,16811,-15157
1739651255.0419588,29996,-32768,-7672,32767,27536,-20461
1739651255.0539858,28228,-32768,-7824,32767,32767,-24470
1739651255.0539858,26972,-32768,-6312,32767,32767,-27349
1739651255.0549595,25088,-32768,-5364,32767,32767,-28886
1739651255.0559597,22632,-32768,-4196,32767,32767,-29542
1739651255.057051,21336,-32768,-5008,32544,32767,-29972
1739651255.0689585,19208,-32768,-5956,28409,32767,-30197
1739651255.0689585,16888,-32768,-7416,24402,32767,-30158
1739651255.069971,14840,-32768,-7056,20454,32767,-30042
1739651255.0710666,13628,-32768,-6728,16706,32767,-29423
1739651255.0719814,12216,-32768,-5632,13123,32767,-28655
1739651255.084105,10464,-32768,-4132,9186,32767,-27923
1739651255.098552,9632,-32768,-2496,5202,32767,-26888
1739651255.0995493,8396,-32768,-1152,1309,32767,-25631
1739651255.0995493,6732,-32768,920,-2199,32767,-24243
1739651255.100562,7076,-32768,2840,-5340,32767,-22886
1739651255.101661,8788,-32768,4424,-8032,32767,-20977
1739651255.1025534,9704,-32768,5232,-10047,32767,-18935
1739651255.1035473,9756,-32768,7284,-11480,32767,-16752
1739651255.1035473,9660,-32768,9908,-13072,32767,-14703
1739651255.1045492,10956,-32768,12672,-14760,32767,-12524
1739651255.1056995,13076,-32768,13768,-16336,32767,-10223
1739651255.1136165,13536,-32768,14296,-17543,32767,-7749
1739651255.1145587,15012,-32768,14808,-18441,32767,-5496
1739651255.1145587,17280,-32768,16148,-19143,32726,-3241
1739651255.1289737,20440,-32768,17220,-19226,30360,-1250
1739651255.1289737,22800,-32768,17544,-19246,27989,282
1739651255.1299706,24896,-32768,17136,-19054,25597,1561
1739651255.131066,26108,-32768,16568,-18794,22792,2552
1739651255.131066,27076,-32768,16272,-18502,20854,2885
1739651255.1325655,27912,-32768,15716,-18480,18797,2409
1739651255.1434648,30176,-32768,15364,-18385,18317,2510
1739651255.144333,30244,-32768,13736,-19132,17886,2453
1739651255.1453364,31096,-32768,12024,-20721,15753,2113
1739651255.1463332,31064,-32768,11488,-22386,15256,1973
1739651255.1463332,31892,-32768,10064,-24760,13482,1893
1739651255.1583374,32152,-32768,10060,-26496,15222,1811
1739651255.1593344,31700,-32768,9748,-28724,16783,1679
1739651255.1593344,31856,-32768,9008,-30921,18406,1633
1739651255.1603332,31792,-32768,8552,-32768,19538,1910
1739651255.1613715,31936,-32768,8052,-32768,20224,2350
1739651255.1734607,31812,-32768,7128,-32768,19927,3111
1739651255.1743329,32196,-32768,6512,-32768,19010,4232
1739651255.1753316,31928,-32768,6256,-32768,17293,5698
1739651255.1763327,32588,-32768,5848,-32768,15706,7418
1739651255.1763327,32767,-32768,5928,-32768,13485,9374
1739651255.1883352,32767,-32768,5776,-32768,10657,11405
1739651255.2034807,32767,-32768,5240,-32768,6807,13498
1739651255.2054434,32767,-32768,4740,-32768,2324,15582
1739651255.2054434,32767,-32768,4776,-32768,-2384,17821
1739651255.2065916,32767,-32768,4980,-32768,-7675,20213
1739651255.2076006,32767,-32768,6336,-32768,-13222,22709
1739651255.2076006,32767,-32768,6796,-32768,-18629,25337
1739651255.218602,32767,-32768,2952,-32768,-21098,26842
1739651255.219599,32767,-32768,948,-32768,-22069,27377
1739651255.2205994,32767,-32768,2088,-32768,-21202,27594
1739651255.2205994,32767,-32768,4096,-32768,-19789,27353
1739651255.2216563,32767,-31816,3620,-32768,-21391,26781
1739651255.2226954,32767,-29444,4164,-32768,-20343,26095
1739651255.2226954,32767,-26940,5020,-32768,-19957,25667
1739651255.2236006,32767,-24056,6148,-32768,-19390,25158
1739651255.2246068,32767,-21348,6992,-32768,-19035,24686
1739651255.233702,32767,-18348,7776,-32768,-19538,23940
1739651255.248319,32767,-15724,8172,-32768,-21312,22926
1739651255.2496934,32767,-13212,8720,-32768,-24125,21700
1739651255.2496934,32767,-10412,8700,-32768,-27587,20401
1739651255.2506993,32767,-8076,8840,-32768,-31287,19127
1739651255.2527027,32767,-6064,8744,-32768,-32768,18102
1739651255.2527027,32767,-4400,8524,-32768,-32768,17030
1739651255.2537038,32767,-3188,8368,-32768,-32768,16106
1739651255.2537038,32767,-1844,8324,-32768,-32768,15273
1739651255.254753,32767,-596,7928,-32768,-32768,14563
1739651255.2637901,32767,1124,7364,-32768,-32768,13912
1739651255.2637901,32767,2352,7396,-32768,-32768,13189
1739651255.2646992,32767,4284,7368,-32768,-32768,12384
1739651255.278408,32767,6076,7428,-32768,-32768,11561
1739651255.2793107,32767,8156,7844,-32768,-32768,10703
1739651255.2803092,32767,9340,8276,-32768,-32768,9956
1739651255.2813103,32767,11180,9264,-32768,-32768,9098
1739651255.2813103,32767,12852,10380,-32768,-32768,8198
1739651255.282349,32767,14164,11028,-32768,-32768,7283
1739651255.2943103,32512,15660,12016,-32768,-32768,6388
1739651255.3085983,30352,16852,13212,-32768,-32768,5327
1739651255.3094995,28260,17888,13912,-32768,-32768,4318
1739651255.3104966,26000,18852,14292,-32768,-32768,3288
1739651255.3104966,24092,19584,14668,-32768,-32768,2314
1739651255.3114972,22212,20304,15304,-32768,-32768,1452
1739651255.3125367,20248,20896,15568,-32768,-32768,652
1739651255.313513,18592,21048,16008,-32768,-32768,-103
1739651255.313513,16724,20952,16240,-32768,-32768,-863
1739651255.314496,15384,20656,16560,-32768,-32768,-1551
1739651255.3154979,13736,20568,16656,-32768,-32768,-2331
1739651255.3236158,12392,20556,16792,-32768,-32768,-3099
1739651255.324626,11096,20428,16888,-32768,-32768,-3874
1739651255.3256483,9772,20416,16812,-32768,-32768,-4581
1739651255.337829,8544,20300,16984,-32768,-32768,-5311
1739651255.3393462,7252,20332,17376,-32768,-32768,-5946
1739651255.3403807,6056,20436,17412,-32768,-32768,-6654
1739651255.3403807,4944,20192,18020,-32768,-32768,-7306
1739651255.3423562,4148,20140,18292,-32768,-32768,-8000
1739651255.3423562,3488,19984,18784,-31593,-32768,-8615
1739651255.3534923,2576,20236,19304,-29784,-32768,-9220
1739651255.354357,1516,20084,19776,-27646,-32768,-9674
1739651255.3553565,188,20284,19872,-25363,-32768,-10002
1739651255.3553565,-416,20412,20380,-23051,-32768,-10027
1739651255.357452,-1548,20796,20296,-20782,-32768,-9813
1739651255.3683572,-2016,20388,20464,-18500,-32768,-9315
1739651255.3693566,-3436,20132,20364,-16365,-32768,-9028
1739651255.3703592,-4540,19444,20144,-14381,-32768,-8621
1739651255.3703592,-4688,19224,19728,-12391,-32768,-8240
1739651255.3724449,-4944,18228,18776,-10062,-32768,-7569
1739651255.3833578,-5220,17772,17188,-7665,-32768,-6523
1739651255.3843575,-6044,16760,17000,-5573,-32768,-5519
1739651255.3854542,-7064,15640,16372,-3843,-32768,-4261
1739651255.3854542,-8116,14312,15628,-2425,-32768,-3060
1739651255.3873575,-8396,13044,14772,-1266,-32768,-1812
1739651255.398364,-9184,11740,13212,-223,-32768,-318
1739651255.4134812,-10612,10188,12444,385,-32768,980
1739651255.4143565,-11392,9028,11740,766,-32768,1946
1739651255.415356,-12140,8576,11116,658,-32768,2806
1739651255.415356,-12936,7704,9396,174,-32768,3722
1739651255.4163566,-12724,7236,8564,-391,-32768,4358
1739651255.4294827,-12520,6904,7780,-1228,-32768,4941
1739651255.4294827,-13252,6720,6392,-2519,-32768,5591
1739651255.4304812,-12152,5672,5240,-3511,-32768,6348
1739651255.4304812,-10852,5264,5800,-3991,-32768,6985
1739651255.431477,-11656,5124,4976,-5173,-32768,7424
1739651255.4324768,-11444,4644,4192,-6072,-32768,7589
1739651255.4334779,-10972,3976,3984,-6906,-32768,7508
1739651255.4334779,-10416,3580,4092,-7610,-32768,7369
1739651255.435477,-10404,3256,2872,-8631,-32768,7197
1739651255.435477,-9544,2828,2316,-9479,-32768,7003
1739651255.4439352,-9240,2456,1948,-10335,-32768,6782
1739651255.4439352,-8936,2124,1920,-11151,-32768,6458
1739651255.445933,-8372,1656,2092,-12084,-32768,5938
1739651255.4589324,-8156,768,2072,-12840,-31994,5340
1739651255.4589324,-7700,-128,1932,-13614,-30820,4622
1739651255.4600046,-7276,-456,1872,-14164,-29525,3903
1739651255.460932,-7256,-1020,1868,-14617,-28421,3073
1739651255.461978,-6496,-1384,1936,-14952,-27172,2202
1739651255.461978,-6196,-1752,2116,-15296,-26006,1231
1739651255.4739387,-5888,-2424,2260,-15659,-25079,235
1739651255.4739387,-5804,-3192,2424,-15968,-24260,-914
1739651255.4749331,-5716,-3832,2456,-16149,-23541,-2146
1739651255.4760275,-5376,-3876,2536,-16386,-22672,-3450
1739651255.476931,-5200,-4184,2132,-16516,-21990,-4739
1739651255.4889321,-5356,-4412,1820,-16511,-21311,-6046
1739651255.4889321,-5256,-4692,1980,-16530,-20443,-7376
1739651255.4899328,-5312,-5104,1844,-16564,-19576,-8553
1739651255.4910262,-5784,-5556,1720,-16543,-18708,-9590
1739651255.4919343,-6080,-5688,1732,-16437,-18092,-10579
1739651255.504023,-6416,-6344,1588,-16227,-17147,-11412
1739651255.5181732,-6524,-6724,1648,-16047,-16867,-12079
1739651255.5191758,-6864,-7096,1064,-15874,-16628,-12336
1739651255.5202641,-7300,-7292,880,-15638,-16568,-12717
1739651255.5211701,-7460,-7592,888,-15495,-16424,-12832
1739651255.5221715,-7524,-7948,800,-15381,-16335,-12782
1739651255.5221715,-7892,-8360,432,-15358,-16283,-12680
1739651255.5232446,-8448,-8696,344,-15254,-16039,-12635
1739651255.52417,-8572,-9024,88,-15132,-15658,-12519
1739651255.534308,-8936,-9648,-828,-14920,-15434,-12187
1739651255.548678,-9352,-10088,-916,-14455,-14852,-12287
1739651255.5496871,-9392,-10292,-1180,-14111,-14169,-12189
1739651255.5496871,-9492,-10436,-1536,-13722,-13298,-11830
1739651255.551677,-10104,-10740,-1324,-13323,-12376,-11728
1739651255.551677,-10432,-10712,-1696,-13060,-11357,-11638
1739651255.5528018,-10844,-10864,-1472,-12702,-10101,-11256
1739651255.553681,-11500,-10840,-1304,-12297,-8835,-10896
1739651255.5547695,-12000,-10668,-1316,-11863,-7450,-10402
1739651255.5547695,-12544,-10744,-1416,-11366,-6118,-9729
1739651255.556677,-12340,-10736,-1000,-10853,-4711,-9015
1739651255.556677,-12236,-10852,-1108,-10310,-3399,-7984
1739651255.557678,-12104,-10836,-1296,-9657,-2520,-6971
1739651255.56304,-12184,-10740,-1332,-8940,-2126,-5710
1739651255.564933,-12152,-10748,-1300,-8247,-2131,-4374
1739651255.5790555,-12212,-10692,-1016,-7692,-2314,-2953
1739651255.5790555,-12276,-10868,-624,-7344,-2788,-1498
1739651255.5800931,-12148,-11252,-68,-7094,-3413,-1
1739651255.5810697,-12344,-11896,-124,-6869,-4143,1520
1739651255.5810697,-12148,-12716,-52,-6589,-4971,3106
1739651255.5823667,-11764,-13676,-208,-6231,-6013,4898
1739651255.5936325,-12200,-14416,-780,-5825,-7676,7014
1739651255.5945356,-11988,-14776,-788,-5557,-9584,9195
1739651255.5945356,-12196,-14908,-812,-5475,-11834,11486
1739651255.5955343,-12424,-15272,-1168,-5499,-14087,13674
1739651255.597538,-12776,-16008,-1900,-5500,-16236,15649
1739651255.6085389,-12944,-16784,-2708,-5439,-18365,17553
1739651255.623912,-13396,-17580,-3332,-5316,-19915,19283
1739651255.623912,-13800,-17828,-3576,-5231,-21305,20816
1739651255.624918,-14136,-18080,-4244,-5118,-22361,22153
1739651255.625964,-14820,-18120,-4472,-5079,-23010,23291
1739651255.6269202,-15112,-17776,-4616,-5173,-23011,24183
1739651255.627917,-15444,-17500,-5388,-5317,-22777,24698
1739651255.627917,-15308,-17028,-5100,-5490,-21452,25131
1739651255.6292303,-15124,-16368,-5912,-5829,-19896,25362
1739651255.6303232,-15096,-15672,-6064,-6322,-17621,25601
1739651255.6312568,-15400,-15120,-5872,-6962,-15305,25892
1739651255.6382556,-15280,-14868,-5396,-7818,-12315,26154
1739651255.6397636,-15492,-14848,-4556,-8944,-9243,26630
1739651255.6407702,-15288,-14568,-3816,-10091,-6355,27118
1739651255.6992173,-14616,-14640,-2980,-11188,-3686,27616
1739651255.6992173,-13960,-14680,-2232,-12284,-1150,28089
1739651255.7004309,-13424,-15060,-1124,-13224,815,28559
1739651255.7014427,-12668,-15240,-128,-14124,1924,28918
1739651255.7024412,-12460,-15484,1128,-15059,2206,29265
1739651255.7024412,-12464,-16296,1968,-16074,1903,29752
1739651255.7034383,-12408,-16904,2200,-17078,838,30252
1739651255.7044404,-12648,-17840,2016,-17911,-1297,30895
1739651255.7044404,-12340,-18884,2556,-18530,-4109,31440
1739651255.705442,-12292,-20032,3040,-19224,-7300,32110
1739651255.7065153,-12336,-22628,2764,-19643,-10266,32367
1739651255.7074373,-11284,-24788,2264,-19555,-13065,32539
1739651255.708441,-10956,-25992,1276,-18831,-15297,32767
1739651255.7094402,-10012,-25164,2404,-17915,-15976,32767
1739651255.7588274,-9924,-24560,2528,-17022,-16245,32767
