time_ms,acc_x_mg,acc_y_mg,acc_z_mg,gyro_x_mdps,gyro_y_mdps,gyro_z_mdps,mag_x_mgauss,mag_y_mgauss,mag_z_mgauss
1731695375860,0.0002822421374730766,-0.0008270245743915439,0.00025194993941113353,-5.457890438265167e-06,-5.637979484163225e-06,2.4589959139120765e-05,-1109.1409912109375,635.07275390625,1452.562255859375
1731695375860,0.06653577089309692,-0.1909112185239792,0.05931328237056732,-0.0014876974746584892,-0.001678238157182932,0.0059119598008692265,-1108.9825439453125,635.1268310546875,1453.0333251953125
1731695375860,0.4997202157974243,-1.3744319677352905,0.4325639605522156,-0.008644387125968933,-0.01266683079302311,0.03724866732954979,-1109.500732421875,635.1909790039062,1453.7733154296875
1731695375860,1.408097743988037,-3.780130386352539,1.1807348728179932,-0.013706779107451439,-0.029281187802553177,0.08080936223268509,-1107.8448486328125,635.277587890625,1452.8033447265625
1731695375860,2.468472957611084,-6.604010581970215,2.04156756401062,0.00352678494527936,-0.034487828612327576,0.11074241995811462,-1108.341552734375,635.662841796875,1452.9898681640625
1731695375860,3.2526204586029053,-8.78419303894043,2.7094011306762695,0.042761534452438354,-0.028462382033467293,0.13753032684326172,-1108.193603515625,635.2874755859375,1453.301513671875
1731695375860,3.5707952976226807,-9.766755104064941,3.0525598526000977,0.06812784075737,-0.03445001319050789,0.16584601998329163,-1107.209716796875,634.8741455078125,1452.5936279296875
1731695375860,3.5258355140686035,-9.729191780090332,3.1286473274230957,0.04601004347205162,-0.053619228303432465,0.1654038429260254,-1107.711181640625,635.7693481445312,1452.7867431640625
1731695375860,3.3262720108032227,-9.233560562133789,3.0533180236816406,-0.022781506180763245,-0.06445681303739548,0.12679745256900787,-1108.0301513671875,635.8253173828125,1454.28857421875
1731695375860,3.140221118927002,-8.7736177444458,2.925633668899536,-0.10913381725549698,-0.057597845792770386,0.06920874118804932,-1107.744140625,635.1007080078125,1454.4029541015625
1731695375860,3.0493342876434326,-8.583698272705078,2.7972640991210938,-0.17542439699172974,-0.043529823422431946,0.0102454898878932,-1107.4825439453125,635.4761352539062,1454.3779296875
1731695375860,3.0406970977783203,-8.666716575622559,2.6951818466186523,-0.20594969391822815,-0.033340997993946075,-0.023922035470604897,-1107.380859375,634.5547485351562,1454.4072265625
1731695375860,3.0628957748413086,-8.883294105529785,2.622425079345703,-0.19514288008213043,-0.029760247096419334,-0.017688337713479996,-1107.4473876953125,635.1368408203125,1454.8509521484375
1731695375860,3.0838799476623535,-9.075119972229004,2.571016311645508,-0.14751258492469788,-0.035043735057115555,0.0073045603930950165,-1107.80029296875,635.7811279296875,1454.831787109375
1731695375860,3.09028959274292,-9.159717559814453,2.5415420532226562,-0.07829950004816055,-0.04412870854139328,0.02190164476633072,-1107.50390625,635.1549072265625,1454.931640625
1731695375860,3.0844500064849854,-9.125797271728516,2.5289835929870605,-0.013150595128536224,-0.04517720639705658,0.020113255828619003,-1107.98486328125,635.58447265625,1454.74658203125
1731695375860,3.074437141418457,-9.045797348022461,2.517151355743408,0.02616312727332115,-0.03422801196575165,-0.0009239334613084793,-1108.082275390625,636.2025756835938,1455.40869140625
1731695375860,3.084390163421631,-8.97409439086914,2.497512102127075,0.026428300887346268,-0.02283746376633644,-0.033090416342020035,-1107.9246826171875,635.4698486328125,1456.055419921875
1731695375860,3.135190725326538,-8.920341491699219,2.4767093658447266,-0.026717308908700943,-0.02033272758126259,-0.062209054827690125,-1108.0015869140625,634.4221801757812,1455.119384765625
1731695375860,3.270737409591675,-8.968910217285156,2.4751064777374268,-0.11257278919219971,0.005927311256527901,-0.07389338314533234,-1108.1231689453125,635.6024780273438,1454.769775390625
1731695375860,3.4731695652008057,-8.966004371643066,2.516961097717285,-0.13372455537319183,0.1234828531742096,-0.04181545972824097,-1107.0157470703125,635.9137573242188,1454.234375
1731695375860,3.5335781574249268,-8.548835754394531,2.5865566730499268,-0.13162192702293396,0.3376730978488922,0.09607823193073273,-1103.5897216796875,636.44970703125,1456.1409912109375
1731695375860,3.2546615600585938,-7.8597331047058105,2.6892566680908203,-0.2675691843032837,0.5443004965782166,0.5122402310371399,-1095.9732666015625,636.9197387695312,1458.513916015625
1731695375860,2.802197217941284,-7.137302875518799,2.861905336380005,-0.545161247253418,0.7670489549636841,1.3662662506103516,-1090.676513671875,636.7093505859375,1458.7947998046875
