time_ms,acc_x_mg,acc_y_mg,acc_z_mg,gyro_x_mdps,gyro_y_mdps,gyro_z_mdps,mag_x_mgauss,mag_y_mgauss,mag_z_mgauss
1844,0.0005896613583900034,-0.0005806007538922131,0.0004335994890425354,-8.82034237292828e-06,6.079344530007802e-06,6.669012691418175e-06,-0.10506930202245712,0.05264928191900253,0.13312135636806488
1844,0.13575990498065948,-0.13524582982063293,0.10030476748943329,-0.002559528686106205,0.0019454038701951504,0.002679029479622841,-24.345340728759766,12.196267127990723,30.852861404418945
1844,0.9800658822059631,-0.9771313071250916,0.7214740514755249,-0.021956689655780792,0.019907113164663315,0.030839309096336365,-175.8531951904297,88.10292053222656,222.82887268066406
1844,2.6815361976623535,-2.643852949142456,1.9556077718734741,-0.05976865068078041,0.06486576795578003,0.0973263755440712,-481.3705749511719,241.21339416503906,609.7831420898438
1844,4.627987384796143,-4.526622295379639,3.364781141281128,-0.08527791500091553,0.10429635643959045,0.12948471307754517,-835.3096313476562,418.534423828125,1057.8671875
1844,6.083309173583984,-5.994068145751953,4.473591327667236,-0.08525662124156952,0.10586357116699219,0.08384612947702408,-1109.1053466796875,555.3655395507812,1404.3516845703125
1844,6.735503673553467,-6.737952709197998,5.041803359985352,-0.0673908069729805,0.08267556130886078,0.009477308951318264,-1240.7606201171875,620.6224975585938,1570.76708984375
1844,6.758955001831055,-6.812634468078613,5.0976996421813965,-0.031324855983257294,0.05186481028795242,-0.07264858484268188,-1248.5040283203125,623.739501953125,1580.2135009765625
1844,6.594505786895752,-6.4892964363098145,4.777060031890869,0.003311679232865572,0.03291523456573486,-0.1525631695985794,-1193.4622802734375,595.4603881835938,1510.099609375
1844,6.817202568054199,-5.966776371002197,4.002861022949219,-0.014337471686303616,0.058513954281806946,-0.21078811585903168,-1134.5159912109375,564.8070678710938,1434.9869384765625
1844,7.953829288482666,-5.400145530700684,2.7822718620300293,-0.12591195106506348,0.1880582720041275,-0.29958948493003845,-1102.3822021484375,545.3151245117188,1393.8397216796875
1844,9.60338020324707,-5.140498638153076,1.680872917175293,-0.35452231764793396,0.5903988480567932,-0.4527321755886078,-1095.9927978515625,536.5245971679688,1386.7196044921875
1844,10.276936531066895,-5.53924560546875,1.4905575513839722,-0.6501740217208862,1.3592387437820435,-0.6058583855628967,-1098.008056640625,538.77197265625,1394.9864501953125
1844,8.612495422363281,-6.509307861328125,2.642939329147339,-0.8401722311973572,2.262622117996216,-0.6426526308059692,-1098.155029296875,554.2633056640625,1404.7156982421875
1844,4.76059627532959,-7.409158229827881,4.838670253753662,-0.7746809720993042,2.750523805618286,-0.5758397579193115,-1096.724609375,577.7681884765625,1410.8104248046875
1844,0.6507720947265625,-7.598809719085693,7.1619391441345215,-0.46870023012161255,2.4289188385009766,-0.46758028864860535,-1096.5665283203125,599.5013427734375,1412.940673828125
1844,-1.5935781002044678,-6.817767143249512,8.549607276916504,-0.0888499915599823,1.429473638534546,-0.2861407995223999,-1098.5347900390625,612.6800537109375,1412.60302734375
1844,-1.0626344680786133,-5.288573741912842,8.419866561889648,0.19773836433887482,0.22547627985477448,-0.010147545486688614,-1101.3841552734375,616.7286376953125,1411.525146484375
