Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1037749,4364,-6016,-15544,-199,-3655,-9848
1037761,4076,-5664,-15828,-583,-4355,-9845
1037773,3552,-5336,-15988,-779,-4828,-9785
1037785,3232,-5108,-16084,-1005,-4983,-9552
1037797,2860,-4744,-16228,-1085,-4817,-9230
1037812,2556,-4400,-16048,-1211,-4460,-8744
1037824,2460,-4020,-15868,-1232,-4214,-8362
1037836,2332,-3820,-16128,-1270,-3954,-8020
1037850,2500,-3376,-16164,-1368,-3812,-7777
1037862,2544,-3136,-16156,-1325,-4002,-7579
1037874,2588,-2792,-16300,-1189,-4158,-7266
1037886,2372,-2504,-16212,-1052,-4270,-6980
1037898,2356,-2404,-16212,-1035,-4360,-6686
1037910,2068,-2416,-16224,-974,-4398,-6427
1037922,1864,-2376,-16108,-933,-4592,-6312
1037937,1700,-1992,-16140,-859,-5029,-6435
1037949,1628,-1832,-16080,-780,-5292,-6521
1037961,1460,-1612,-15844,-555,-5480,-6541
1037975,1128,-1564,-15856,-370,-5330,-6462
1037987,736,-1832,-15736,-208,-4861,-6515
1037999,456,-1740,-15760,5,-4188,-6672
1038011,436,-1696,-15604,287,-3296,-6822
1038023,336,-1904,-15700,519,-2401,-7038
1038035,552,-2160,-15640,806,-1767,-7320
1038047,852,-2256,-15620,1014,-1317,-7533
1038062,972,-2460,-15472,1305,-1083,-7605
1038074,928,-2628,-15536,1526,-1141,-7641
1038086,820,-2960,-15224,1686,-1340,-7712
1038098,668,-3268,-15012,1668,-1530,-7951
1038110,676,-3300,-14652,1674,-1726,-8204
1038122,720,-3320,-14376,1593,-1936,-8298
1038136,700,-3384,-14272,1545,-2009,-8387
1038148,652,-3256,-14372,1502,-2154,-8594
1038160,812,-3488,-14072,1461,-2136,-8717
1038172,728,-3244,-14144,1485,-2107,-8881
1038187,572,-3304,-14048,1617,-1752,-9090
1038199,636,-3452,-13884,1702,-1296,-9143
1038211,852,-3424,-13956,1837,-799,-9246
1038223,1300,-3312,-13856,1929,-635,-9269
1038235,1816,-3448,-13896,2053,-883,-9238
1038247,2000,-3640,-13992,1985,-1336,-9210
1038261,2068,-3748,-14072,1842,-1734,-9267
1038273,2088,-4112,-14020,1872,-1981,-9158
1038285,1940,-4212,-14096,1862,-1753,-8905
1038297,2020,-4340,-14108,1949,-1634,-8776
1038312,2248,-4332,-14380,1868,-1484,-8562
1038324,2376,-4340,-14448,1877,-1452,-8429
1038336,2308,-4476,-14564,1801,-1716,-8311
1038348,2360,-4632,-14504,1863,-1764,-7813
1038360,2084,-5088,-14516,1745,-2219,-7775
1038372,1884,-4964,-14636,1640,-2404,-7950
1038384,1772,-4852,-14884,1657,-2353,-8031
1038396,1864,-4564,-15012,1710,-2119,-7837
1038408,1672,-4628,-14968,1736,-1808,-7646
1038422,1604,-4452,-15204,1752,-1477,-7520
1038437,1876,-4104,-14808,1928,-991,-7295
1038449,1980,-3916,-14728,1924,-750,-7024
1038461,2272,-3656,-14628,1831,-717,-6681
1038473,2160,-3596,-14616,1578,-1198,-6714
1038485,2144,-3616,-14500,1363,-1438,-6617
1038497,1896,-3472,-14416,1115,-1354,-6406
1038509,2004,-3088,-14868,937,-1080,-6330
1038521,1800,-2696,-14608,453,-1146,-6199
1038533,2316,-2040,-14560,440,-1126,-6011
1038545,2568,-2116,-14388,61,-1023,-5623
1038562,2792,-2100,-14480,-631,-1035,-5073
1038574,2888,-1976,-14740,-1047,-1593,-4796
1038586,3136,-1460,-14984,-1342,-1831,-4609
1038598,3168,-796,-15620,-1393,-2090,-4265
1038610,3072,-928,-15132,-1471,-2287,-3679
1038622,2644,-564,-15376,-1498,-2305,-3221
1038634,2440,-936,-14936,-1719,-2121,-2790
1038646,2336,-1124,-14752,-1944,-2016,-2412
1038658,2316,-1276,-14488,-2329,-1901,-2083
1038670,2480,-1268,-14304,-2836,-1791,-1804
1038685,3304,-1088,-14964,-3511,-2245,-1622
1038697,2724,-308,-15164,-3526,-2421,-1511
1038709,3180,-252,-14964,-3909,-3053,-1378
1038723,2540,-44,-14952,-4340,-3486,-1564
1038735,2088,156,-15028,-4722,-3744,-1561
1038747,2056,192,-15304,-5252,-3729,-1774
1038759,1900,600,-15632,-5432,-3775,-1935
1038771,1772,632,-15964,-5621,-3403,-2153
1038783,1676,860,-16568,-5437,-2908,-2265
1038795,1584,1300,-16924,-5360,-2241,-2690
1038810,2356,1700,-16876,-5254,-2004,-2601
1038822,2584,1644,-17412,-4970,-2272,-2425
